Id,activity_data,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,day_of_week,total_minutes,weekday_weekend,activity_levels
2320127002,2016-04-24,4165,2.81,2.81,0.00,0.00,0.00,2.80,0.00,0,0,204,1236,1725,Sunday,1440,Weekend,Sedentary
1503960366,2016-04-17,9705,6.48,6.48,0.00,3.19,0.78,2.51,0.00,38,20,164,539,1728,Sunday,761,Weekend,Fairly Active
2026352035,2016-06-05,8198,5.08,5.08,0.00,0.00,0.00,5.08,0.00,0,0,383,511,1736,Sunday,894,Weekend,Fairly Active
2873212765,2016-01-05,7399,4.97,4.97,0.00,0.49,1.04,3.44,0.00,7,18,196,1219,1739,Tuesday,1440,Weekday,Lightly Active
6962181067,2016-01-05,5454,3.61,3.61,0.00,0.00,0.00,3.61,0.00,0,0,215,722,1740,Tuesday,937,Weekday,Lightly Active
1503960366,2016-08-05,10060,6.58,6.58,0.00,3.53,0.32,2.73,0.00,44,8,203,574,1740,Friday,829,Weekday,Very_Active
1844505072,2016-03-05,4059,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,184,1256,1742,Saturday,1440,Weekend,Sedentary
2320127002,2016-06-05,4878,3.29,3.29,0.00,0.00,0.00,3.29,0.00,0,0,204,1236,1742,Sunday,1440,Weekend,Sedentary
1503960366,2016-04-15,9762,6.28,6.28,0.00,2.14,1.26,2.83,0.00,29,34,209,726,1745,Friday,998,Weekday,Fairly Active
5553957443,2016-01-05,5164,3.37,3.37,0.00,0.00,0.00,3.37,0.00,0,0,237,436,1747,Tuesday,673,Weekday,Lightly Active
6962181067,2016-04-15,5563,3.68,3.68,0.00,0.00,0.00,3.68,0.00,0,0,217,837,1756,Friday,1054,Weekday,Lightly Active
3977333714,2016-02-05,16520,11.05,11.05,0.00,1.54,6.48,3.02,0.00,24,143,176,713,1760,Friday,1056,Weekday,Very_Active
5553957443,2016-08-05,6083,4.00,4.00,0.00,0.22,0.47,3.30,0.00,3,8,210,505,1762,Friday,726,Weekday,Lightly Active
1844505072,2016-04-30,4014,2.67,2.67,0.00,0.00,0.00,2.65,0.00,0,0,184,218,1763,Saturday,402,Weekend,Sedentary
8253242879,2016-04-19,4212,2.78,2.78,0.00,0.00,0.00,2.78,0.00,0,0,164,1276,1763,Tuesday,1440,Weekday,Sedentary
1503960366,2016-04-21,9819,6.34,6.34,0.00,1.34,0.35,4.65,0.00,19,8,211,838,1775,Thursday,1076,Weekday,Fairly Active
4057192912,2016-04-14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1776,Thursday,1440,Weekday,Sedentary
5553957443,2016-04-23,4112,2.69,2.69,0.00,0.00,0.00,2.68,0.00,0,0,272,443,1776,Saturday,715,Weekend,Sedentary
1503960366,2016-04-14,10460,6.74,6.74,0.00,2.44,0.40,3.91,0.00,30,11,181,1218,1776,Thursday,1440,Weekday,Very_Active
2320127002,2016-04-30,4571,3.08,3.08,0.00,0.00,0.00,3.07,0.00,0,0,234,1206,1779,Saturday,1440,Weekend,Sedentary
2320127002,2016-05-05,5202,3.51,3.51,0.00,0.00,0.39,3.11,0.00,0,11,223,1206,1780,Thursday,1440,Weekday,Lightly Active
2873212765,2016-04-29,7365,4.95,4.95,0.00,1.36,1.41,2.18,0.00,20,23,206,1191,1780,Friday,1440,Weekday,Lightly Active
1503960366,2016-11-05,12770,8.13,8.13,0.00,2.56,1.01,4.55,0.00,36,23,251,669,1783,Saturday,979,Weekend,Very_Active
1503960366,2016-04-20,10544,6.68,6.68,0.00,1.96,0.48,4.24,0.00,28,12,205,818,1786,Wednesday,1063,Weekday,Very_Active
3372868164,2016-12-04,4747,3.24,3.24,0.00,0.00,0.00,3.23,0.01,0,0,280,1160,1788,Sunday,1440,Weekend,Sedentary
4558609924,2016-04-20,4803,3.17,3.17,0.00,0.00,0.00,3.17,0.00,0,0,222,1218,1788,Wednesday,1440,Weekday,Sedentary
1503960366,2016-04-24,10039,6.41,6.41,0.00,2.92,0.21,3.28,0.00,39,5,238,709,1788,Sunday,991,Weekend,Very_Active
4319703577,2016-08-05,3672,2.46,2.46,0.00,0.00,0.00,2.46,0.00,0,0,153,603,1792,Friday,756,Weekday,Sedentary
4319703577,2016-04-21,3702,2.48,2.48,0.00,0.00,0.00,0.35,0.00,0,0,34,1265,1792,Thursday,1299,Weekday,Sedentary
1844505072,2016-04-17,4525,2.99,2.99,0.00,0.14,0.26,2.59,0.00,2,8,199,1231,1793,Sunday,1440,Weekend,Sedentary
1503960366,2016-04-13,10735,6.97,6.97,0.00,1.57,0.69,4.71,0.00,21,19,217,776,1797,Wednesday,1033,Weekday,Very_Active
8792009665,2016-04-24,400,0.26,0.26,0.00,0.04,0.05,0.16,0.00,3,8,19,1410,1799,Sunday,1440,Weekend,Sedentary
2320127002,2016-04-15,5205,3.51,3.51,0.00,0.00,0.00,3.51,0.00,0,0,245,1195,1801,Friday,1440,Weekday,Lightly Active
2320127002,2016-04-23,5079,3.42,3.42,0.00,0.00,0.00,3.42,0.00,0,0,242,1129,1804,Saturday,1371,Weekend,Lightly Active
2320127002,2016-04-19,5997,4.04,4.04,0.00,0.00,0.38,3.66,0.00,0,11,228,1201,1811,Tuesday,1440,Weekday,Lightly Active
8253242879,2016-04-26,4562,3.04,3.04,0.00,1.18,0.49,1.37,0.00,19,14,108,1299,1813,Tuesday,1440,Weekday,Sedentary
1844505072,2016-04-18,4597,3.04,3.04,0.00,0.00,0.48,2.56,0.00,0,12,217,1211,1814,Monday,1440,Weekday,Sedentary
5577150313,2016-07-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1819,Tuesday,1440,Weekday,Sedentary
5577150313,2016-08-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1819,Friday,1440,Weekday,Sedentary
1503960366,2016-04-05,11100,7.15,7.15,0.00,2.46,0.87,3.82,0.00,36,22,203,1179,1819,Tuesday,1440,Weekday,Very_Active
1503960366,2016-09-05,12022,7.72,7.72,0.00,3.45,0.53,3.74,0.00,46,11,206,835,1819,Monday,1098,Weekday,Very_Active
1503960366,2016-01-05,10602,6.81,6.81,0.00,2.29,1.60,2.92,0.00,33,35,246,730,1820,Tuesday,1044,Weekday,Very_Active
2320127002,2016-08-05,5161,3.48,3.48,0.00,0.00,0.00,3.47,0.00,0,0,247,1193,1821,Friday,1440,Weekday,Lightly Active
1503960366,2016-07-05,11992,7.71,7.71,0.00,2.46,2.12,3.13,0.00,37,46,175,833,1821,Tuesday,1091,Weekday,Very_Active
2873212765,2016-11-05,6440,4.33,4.33,0.00,0.00,0.00,4.32,0.01,0,0,319,1121,1826,Saturday,1440,Weekend,Lightly Active
1844505072,2016-04-22,5372,3.55,3.55,0.00,0.00,0.00,3.55,0.00,0,0,220,1220,1827,Friday,1440,Weekday,Lightly Active
1503960366,2016-04-22,12764,8.13,8.13,0.00,4.76,1.12,2.24,0.00,66,27,130,1217,1827,Friday,1440,Weekday,Very_Active
8253242879,2016-04-18,5151,3.48,3.48,0.00,1.04,0.63,1.80,0.00,16,16,130,1278,1829,Monday,1440,Weekday,Lightly Active
2873212765,2016-04-30,8452,5.68,5.68,0.00,0.33,1.08,4.26,0.01,5,20,248,1167,1830,Saturday,1440,Weekend,Fairly Active
5553957443,2016-04-16,5771,3.77,3.77,0.00,0.00,0.00,3.77,0.00,0,0,288,521,1831,Saturday,809,Weekend,Lightly Active
2873212765,2016-04-28,7913,5.41,5.41,0.00,2.16,0.34,2.91,0.00,28,7,213,1192,1835,Thursday,1440,Weekday,Fairly Active
1503960366,2016-04-29,11181,7.15,7.15,0.00,1.06,0.50,5.58,0.00,16,12,243,815,1837,Friday,1086,Weekday,Very_Active
6117666160,2016-06-05,3365,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,133,673,1838,Sunday,806,Weekend,Sedentary
6775888955,2016-12-04,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Sunday,1440,Weekend,Sedentary
6775888955,2016-04-19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Tuesday,1440,Weekday,Sedentary
6775888955,2016-04-21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Thursday,1440,Weekday,Sedentary
6775888955,2016-04-23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Saturday,1440,Weekend,Sedentary
6775888955,2016-04-27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Wednesday,1440,Weekday,Sedentary
6775888955,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Friday,1440,Weekday,Sedentary
6775888955,2016-02-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Friday,1440,Weekday,Sedentary
6775888955,2016-04-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Tuesday,1440,Weekday,Sedentary
6775888955,2016-05-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1841,Thursday,1440,Weekday,Sedentary
4558609924,2016-04-05,5232,3.46,3.46,0.00,0.00,0.00,3.46,0.00,0,0,252,1188,1842,Tuesday,1440,Weekday,Lightly Active
6775888955,2016-03-05,9,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,1,1439,1843,Saturday,1440,Weekend,Sedentary
2022484408,2016-08-05,3292,2.31,2.31,0.00,0.00,0.00,2.31,0.00,0,0,135,1305,1848,Friday,1440,Weekday,Sedentary
8877689391,2016-12-05,8064,6.12,6.12,0.00,1.82,0.04,4.25,0.00,23,1,137,770,1849,Monday,931,Weekday,Fairly Active
6962181067,2016-06-05,5908,3.91,3.91,0.00,0.00,0.00,3.91,0.00,0,0,299,717,1850,Sunday,1016,Weekend,Lightly Active
2320127002,2016-04-22,5583,3.76,3.76,0.00,0.00,0.00,3.76,0.00,0,0,266,1174,1851,Friday,1440,Weekday,Lightly Active
2320127002,2016-04-17,6198,4.18,4.18,0.00,0.00,0.00,4.18,0.00,0,0,249,1191,1852,Sunday,1440,Weekend,Lightly Active
2022484408,2016-12-05,9117,6.41,6.41,0.00,1.28,0.67,4.44,0.00,16,16,236,728,1853,Monday,996,Weekday,Fairly Active
2347167796,2016-04-28,5439,3.60,3.60,0.00,0.00,0.00,3.60,0.00,0,0,229,764,1854,Thursday,993,Weekday,Lightly Active
8253242879,2016-04-29,6260,4.26,4.26,0.00,1.29,0.54,2.40,0.00,16,14,136,1257,1854,Friday,1423,Weekday,Lightly Active
6962181067,2016-11-05,6722,4.44,4.44,0.00,1.49,0.31,2.65,0.00,24,7,199,709,1855,Saturday,939,Weekend,Lightly Active
1844505072,2016-04-29,4920,3.25,3.25,0.00,0.00,0.00,3.25,0.00,0,0,247,1082,1856,Friday,1329,Weekday,Sedentary
1503960366,2016-10-05,12207,7.77,7.77,0.00,3.35,1.16,3.26,0.00,46,31,214,746,1859,Wednesday,1037,Weekday,Very_Active
1844505072,2016-04-13,4929,3.26,3.26,0.00,0.00,0.00,3.26,0.00,0,0,248,1192,1860,Wednesday,1440,Weekday,Sedentary
2347167796,2016-04-26,5980,3.95,3.95,0.00,0.00,0.00,3.95,0.00,0,0,227,732,1861,Tuesday,959,Weekday,Lightly Active
1503960366,2016-04-16,12669,8.16,8.16,0.00,2.71,0.41,5.04,0.00,36,10,221,773,1863,Saturday,1040,Weekend,Very_Active
3372868164,2016-04-20,4880,3.33,3.33,0.00,0.84,0.09,2.38,0.02,15,3,274,1148,1867,Wednesday,1440,Weekday,Sedentary
2026352035,2016-09-05,10685,6.62,6.62,0.00,0.00,0.00,6.60,0.00,0,0,401,543,1869,Monday,944,Weekday,Very_Active
4558609924,2016-04-19,5401,3.57,3.57,0.00,0.05,0.36,3.16,0.00,1,9,248,1182,1876,Tuesday,1440,Weekday,Lightly Active
2320127002,2016-03-05,7443,5.02,5.02,0.00,1.49,0.37,3.16,0.00,20,10,206,1204,1878,Saturday,1440,Weekend,Lightly Active
2873212765,2016-02-05,7525,5.06,5.06,0.00,0.00,0.21,4.83,0.02,0,7,334,1099,1878,Friday,1440,Weekday,Fairly Active
6117666160,2016-04-28,3403,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,141,758,1879,Thursday,899,Weekday,Sedentary
4319703577,2016-04-24,4081,2.74,2.74,0.00,0.06,0.20,2.47,0.00,1,5,191,692,1880,Sunday,889,Weekend,Sedentary
8253242879,2016-04-16,9256,6.14,6.14,0.00,0.43,3.27,2.45,0.00,6,51,115,1268,1880,Saturday,1440,Weekend,Fairly Active
2347167796,2016-04-17,5472,3.62,3.62,0.00,0.08,0.28,3.26,0.00,1,7,249,508,1882,Sunday,765,Weekend,Lightly Active
2873212765,2016-04-26,8242,5.54,5.54,0.00,0.12,0.18,5.24,0.00,2,5,309,1124,1882,Tuesday,1440,Weekday,Fairly Active
4319703577,2016-04-16,4744,3.18,3.18,0.00,0.00,0.00,3.18,0.00,0,0,194,724,1884,Saturday,918,Weekend,Sedentary
8053475328,2016-01-05,1170,0.85,0.85,0.00,0.00,0.00,0.85,0.00,0,0,51,1389,1886,Tuesday,1440,Weekday,Sedentary
4319703577,2016-04-22,4500,3.02,3.02,0.00,0.06,0.81,2.15,0.00,1,19,176,709,1886,Friday,905,Weekday,Sedentary
4558609924,2016-10-05,6435,4.25,4.25,0.00,0.74,1.12,2.39,0.00,11,18,220,1191,1889,Wednesday,1440,Weekday,Lightly Active
2873212765,2016-04-18,7762,5.24,5.24,0.00,0.07,0.28,4.89,0.00,1,6,311,1122,1890,Monday,1440,Weekday,Fairly Active
2873212765,2016-04-14,7910,5.32,5.32,0.00,0.00,0.00,5.32,0.00,0,0,331,1109,1893,Thursday,1440,Weekday,Fairly Active
1503960366,2016-06-05,12159,8.03,8.03,0.00,1.97,0.25,5.81,0.00,24,6,289,754,1896,Sunday,1073,Weekend,Very_Active
2873212765,2016-07-05,4940,3.38,3.38,0.00,2.28,0.55,0.55,0.00,75,11,52,1302,1897,Tuesday,1440,Weekday,Sedentary
2873212765,2016-04-24,6873,4.68,4.68,0.00,3.00,0.06,1.62,0.00,46,1,190,1203,1898,Sunday,1440,Weekend,Lightly Active
1503960366,2016-04-28,13154,8.53,8.53,0.00,3.54,1.16,3.79,0.00,48,28,189,782,1898,Thursday,1047,Weekday,Very_Active
2320127002,2016-10-05,6227,4.20,4.20,0.00,0.00,0.00,4.20,0.00,0,0,290,1150,1899,Wednesday,1440,Weekday,Lightly Active
6117666160,2016-04-05,2997,2.26,2.26,0.00,0.00,0.00,2.26,0.00,0,0,156,1279,1902,Tuesday,1435,Weekday,Sedentary
2320127002,2016-11-05,6424,4.33,4.33,0.00,0.00,0.00,4.33,0.00,0,0,300,1140,1903,Saturday,1440,Weekend,Lightly Active
2320127002,2016-04-18,6559,4.42,4.42,0.00,0.00,0.26,4.14,0.00,0,7,260,1173,1905,Monday,1440,Weekday,Lightly Active
2873212765,2016-03-05,7412,4.98,4.98,0.00,0.06,0.25,4.66,0.01,1,6,363,1070,1906,Saturday,1440,Weekend,Lightly Active
2873212765,2016-09-05,7726,5.19,5.19,0.00,0.00,0.00,5.19,0.00,0,0,345,1095,1906,Monday,1440,Weekday,Fairly Active
2873212765,2016-04-25,7373,4.95,4.95,0.00,0.00,0.00,4.95,0.00,0,0,359,1081,1907,Monday,1440,Weekday,Lightly Active
3372868164,2016-04-16,6905,4.73,4.73,0.00,0.00,0.00,4.70,0.03,0,0,356,1084,1908,Saturday,1440,Weekend,Lightly Active
3372868164,2016-04-15,7451,5.08,5.08,0.00,0.00,0.00,5.06,0.02,0,0,335,1105,1908,Friday,1440,Weekday,Lightly Active
4558609924,2016-12-04,5135,3.39,3.39,0.00,0.00,0.00,3.39,0.00,0,0,318,1122,1909,Sunday,1440,Weekend,Lightly Active
8253242879,2016-04-25,6829,4.51,4.51,0.00,0.36,2.39,1.77,0.00,7,54,118,1261,1909,Monday,1440,Weekday,Lightly Active
2873212765,2016-06-05,7063,4.75,4.75,0.00,0.00,0.12,4.61,0.01,0,5,370,1065,1910,Sunday,1440,Weekend,Lightly Active
5553957443,2016-06-05,9632,6.29,6.29,0.00,1.52,0.54,4.23,0.00,21,9,229,761,1916,Sunday,1020,Weekend,Fairly Active
2026352035,2016-04-23,12357,7.71,7.71,0.00,0.00,0.00,7.71,0.00,0,0,432,458,1916,Saturday,890,Weekend,Very_Active
4558609924,2016-04-29,7833,5.18,5.18,0.00,1.02,1.85,2.31,0.00,15,29,197,1096,1918,Friday,1337,Weekday,Fairly Active
3372868164,2016-04-24,6731,4.59,4.59,0.00,0.89,0.19,3.49,0.02,14,7,292,1127,1921,Sunday,1440,Weekend,Lightly Active
1503960366,2016-04-18,13019,8.59,8.59,0.00,3.25,0.64,4.71,0.00,42,16,233,1149,1921,Monday,1440,Weekday,Very_Active
6775888955,2016-04-22,637,0.46,0.46,0.00,0.00,0.00,0.46,0.00,0,0,20,1420,1922,Friday,1440,Weekday,Sedentary
4558609924,2016-04-14,6799,4.49,4.49,0.00,0.00,0.00,4.49,0.00,0,0,279,1161,1922,Thursday,1440,Weekday,Lightly Active
2320127002,2016-04-20,7192,4.85,4.85,0.00,0.00,0.49,4.34,0.00,0,11,283,1146,1922,Wednesday,1440,Weekday,Lightly Active
5553957443,2016-04-27,10538,6.88,6.88,0.00,1.14,1.00,4.74,0.00,16,16,206,745,1922,Wednesday,983,Weekday,Very_Active
2026352035,2016-05-05,12167,7.54,7.54,0.00,0.00,0.00,7.54,0.00,0,0,475,479,1926,Thursday,954,Weekday,Very_Active
8792009665,2016-04-26,1321,0.85,0.85,0.00,0.00,0.00,0.85,0.00,0,0,80,1360,1928,Tuesday,1440,Weekday,Sedentary
8253242879,2016-04-20,6466,4.27,4.27,0.00,0.33,0.82,3.11,0.01,5,18,216,1201,1931,Wednesday,1440,Weekday,Lightly Active
4445114986,2016-04-17,2268,1.52,1.52,0.00,0.00,0.00,1.52,0.00,0,0,114,1219,1933,Sunday,1333,Weekend,Sedentary
8792009665,2016-04-13,1320,0.84,0.84,0.00,0.00,0.00,0.84,0.00,0,0,82,806,1934,Wednesday,888,Weekday,Sedentary
8253242879,2016-04-13,8053,6.10,6.10,0.00,4.17,0.63,1.31,0.00,35,11,96,1298,1935,Wednesday,1440,Weekday,Fairly Active
2347167796,2016-04-18,8247,5.45,5.45,0.00,0.79,0.86,3.79,0.00,11,16,206,678,1944,Monday,911,Weekday,Fairly Active
4319703577,2016-04-23,4935,3.31,3.31,0.00,0.00,0.00,3.31,0.00,0,0,233,546,1945,Saturday,779,Weekend,Sedentary
3372868164,2016-04-30,5250,3.58,3.58,0.00,1.06,0.09,2.42,0.01,17,4,300,1119,1946,Saturday,1440,Weekend,Lightly Active
2347167796,2016-04-22,7804,5.16,5.16,0.00,0.56,1.68,2.92,0.00,9,27,206,781,1946,Friday,1023,Weekday,Fairly Active
6962181067,2016-07-05,6815,4.50,4.50,0.00,0.00,0.00,4.50,0.00,0,0,328,745,1947,Tuesday,1073,Weekday,Lightly Active
1503960366,2016-04-30,14673,9.25,9.25,0.00,3.56,1.42,4.27,0.00,52,34,217,712,1947,Saturday,1015,Weekend,Very_Active
1503960366,2016-04-23,14371,9.04,9.04,0.00,2.81,0.87,5.36,0.00,41,21,262,732,1949,Saturday,1056,Weekend,Very_Active
4558609924,2016-03-05,5267,3.48,3.48,0.00,0.60,0.28,2.60,0.00,21,10,237,1172,1953,Saturday,1440,Weekend,Lightly Active
4445114986,2016-04-19,2064,1.39,1.39,0.00,0.00,0.00,1.39,0.00,0,0,121,895,1954,Tuesday,1016,Weekday,Sedentary
2873212765,2016-04-19,7948,5.37,5.37,0.00,0.00,0.00,5.36,0.00,0,0,389,1051,1956,Tuesday,1440,Weekday,Fairly Active
1503960366,2016-05-05,14070,8.90,8.90,0.00,2.92,1.08,4.88,0.00,45,24,250,857,1959,Thursday,1176,Weekday,Very_Active
8792009665,2016-01-05,1619,1.04,1.04,0.00,0.00,0.00,1.04,0.00,0,0,79,834,1962,Tuesday,913,Weekday,Sedentary
2873212765,2016-10-05,8275,5.56,5.56,0.00,0.00,0.00,5.55,0.01,0,0,373,1067,1962,Wednesday,1440,Weekday,Fairly Active
8792009665,2016-04-14,1219,0.78,0.78,0.00,0.00,0.00,0.78,0.00,0,0,84,853,1963,Thursday,937,Weekday,Sedentary
3372868164,2016-04-17,8199,5.88,5.88,0.00,1.41,0.10,4.36,0.01,11,2,322,1105,1964,Sunday,1440,Weekend,Fairly Active
7086361926,2016-04-23,2817,1.81,1.81,0.00,0.00,0.00,1.80,0.00,0,0,90,1350,1965,Saturday,1440,Weekend,Sedentary
2873212765,2016-04-27,3516,2.36,2.36,0.00,0.00,0.00,2.36,0.00,46,0,197,1197,1966,Wednesday,1440,Weekday,Sedentary
2873212765,2016-04-21,8859,5.98,5.98,0.00,0.13,0.37,5.47,0.01,2,10,371,1057,1970,Thursday,1440,Weekday,Fairly Active
1503960366,2016-04-26,13755,8.79,8.79,0.00,2.33,0.92,5.54,0.00,31,23,279,833,1970,Tuesday,1166,Weekday,Very_Active
2873212765,2016-05-05,8314,5.61,5.61,0.00,0.78,0.80,4.03,0.00,13,23,311,1093,1971,Thursday,1440,Weekday,Fairly Active
3372868164,2016-04-28,5512,3.76,3.76,0.00,0.00,0.00,3.76,0.00,0,0,385,1055,1972,Thursday,1440,Weekday,Lightly Active
2320127002,2016-07-05,7379,4.97,4.97,0.00,0.00,0.00,4.97,0.00,0,0,319,1121,1972,Tuesday,1440,Weekday,Lightly Active
4558609924,2016-07-05,8237,5.44,5.44,0.00,1.61,1.00,2.83,0.00,23,16,233,1116,1973,Tuesday,1388,Weekday,Fairly Active
4445114986,2016-04-20,2072,1.39,1.39,0.00,0.00,0.00,1.39,0.00,0,0,137,841,1974,Wednesday,978,Weekday,Sedentary
8378563200,2016-12-05,4561,3.62,3.62,0.00,0.65,0.27,2.69,0.00,8,6,102,433,1976,Monday,549,Weekday,Sedentary
8253242879,2016-04-24,8905,7.13,7.13,0.00,5.60,0.19,1.34,0.00,41,4,82,1313,1976,Sunday,1440,Weekend,Fairly Active
4020332650,2016-04-19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Tuesday,1440,Weekday,Sedentary
4020332650,2016-04-20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Wednesday,1440,Weekday,Sedentary
4020332650,2016-04-21,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Thursday,1440,Weekday,Sedentary
4020332650,2016-04-22,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Friday,1440,Weekday,Sedentary
4020332650,2016-04-23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Saturday,1440,Weekend,Sedentary
4020332650,2016-04-24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Sunday,1440,Weekend,Sedentary
4020332650,2016-04-25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Monday,1440,Weekday,Sedentary
4020332650,2016-04-26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Tuesday,1440,Weekday,Sedentary
4020332650,2016-04-27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Wednesday,1440,Weekday,Sedentary
4020332650,2016-04-28,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Thursday,1440,Weekday,Sedentary
4020332650,2016-04-29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Friday,1440,Weekday,Sedentary
4020332650,2016-04-30,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Saturday,1440,Weekend,Sedentary
4020332650,2016-01-05,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1980,Tuesday,1440,Weekday,Sedentary
4020332650,2016-04-13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1981,Wednesday,1440,Weekday,Sedentary
2873212765,2016-12-04,8796,5.91,5.91,0.00,0.11,0.93,4.88,0.00,2,21,356,1061,1982,Sunday,1440,Weekend,Fairly Active
4319703577,2016-04-15,5664,3.80,3.80,0.00,0.00,0.00,3.80,0.00,0,0,228,752,1985,Friday,980,Weekday,Lightly Active
3372868164,2016-04-19,7711,5.26,5.26,0.00,0.00,0.00,5.24,0.02,0,0,376,1064,1985,Tuesday,1440,Weekday,Fairly Active
1503960366,2016-12-04,13162,8.50,8.50,0.00,1.88,0.55,6.06,0.00,25,13,328,728,1985,Sunday,1094,Weekend,Very_Active
8053475328,2016-02-05,1969,1.43,1.43,0.00,0.00,0.00,1.43,0.00,0,0,95,1345,1988,Friday,1440,Weekday,Sedentary
4020332650,2016-04-17,16,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0,0,2,1438,1990,Sunday,1440,Weekend,Sedentary
1503960366,2016-03-05,15103,9.66,9.66,0.00,3.73,1.05,4.88,0.00,50,24,254,816,1990,Saturday,1144,Weekend,Very_Active
1844505072,2016-04-28,6907,4.57,4.57,0.00,0.00,0.00,4.56,0.00,0,0,302,1138,1992,Thursday,1440,Weekday,Lightly Active
6775888955,2016-04-28,703,0.50,0.50,0.00,0.06,0.20,0.24,0.00,2,13,15,1410,1993,Thursday,1440,Weekday,Sedentary
6962181067,2016-12-04,10199,6.74,6.74,0.00,3.40,0.83,2.51,0.00,50,14,189,796,1994,Sunday,1049,Weekend,Very_Active
4020332650,2016-04-18,62,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0,0,2,1438,1995,Monday,1440,Weekday,Sedentary
2022484408,2016-07-05,6708,4.71,4.71,0.00,1.61,0.08,3.02,0.00,20,2,149,1269,1995,Tuesday,1440,Weekday,Lightly Active
3372868164,2016-04-23,7396,5.07,5.07,0.00,1.40,0.08,3.58,0.00,20,2,303,1115,1995,Saturday,1440,Weekend,Lightly Active
5553957443,2016-02-05,9769,6.38,6.38,0.00,1.06,0.41,4.90,0.00,23,9,227,724,1996,Friday,983,Weekday,Fairly Active
4558609924,2016-04-16,7289,4.82,4.82,0.00,0.55,0.75,3.50,0.00,8,12,308,1112,1997,Saturday,1440,Weekend,Lightly Active
5553957443,2016-04-28,11393,7.63,7.63,0.00,3.71,0.75,3.17,0.00,49,13,165,727,1999,Thursday,954,Weekday,Very_Active
6962181067,2016-04-30,10081,6.66,6.66,0.00,2.24,0.76,3.67,0.00,32,16,237,731,2002,Saturday,1016,Weekend,Very_Active
2320127002,2016-04-13,7275,4.90,4.90,0.00,0.00,0.00,4.90,0.00,0,0,335,1105,2003,Wednesday,1440,Weekday,Lightly Active
2873212765,2016-04-13,7618,5.12,5.12,0.00,0.00,0.22,4.88,0.02,0,8,404,1028,2004,Wednesday,1440,Weekday,Fairly Active
1503960366,2016-02-05,14727,9.71,9.71,0.00,3.21,0.57,5.92,0.00,41,15,277,798,2004,Friday,1131,Weekday,Very_Active
8253242879,2016-04-27,10232,8.18,8.18,0.00,6.24,0.23,1.70,0.00,45,5,104,1286,2008,Wednesday,1440,Weekday,Very_Active
8792009665,2016-04-15,2483,1.59,1.59,0.00,0.00,0.00,1.59,0.00,0,0,126,937,2009,Friday,1063,Weekday,Sedentary
3372868164,2016-04-25,5995,4.09,4.09,0.00,0.00,0.00,4.09,0.00,0,0,416,1024,2010,Monday,1440,Weekday,Lightly Active
